영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
서울의 봄,김성수,(주)하이브미디어코프,,플러스엠 엔터테인먼트,2023-11-22,개봉영화,장편,한국,2328,1.27927E+11,13128022,29336996104,2956527,드라마,12세이상관람가,일반영화
파묘,장재현,(주)쇼박스,,(주)쇼박스,2024-02-22,개봉영화,장편,한국,2355,1.14631E+11,11860088,26825097498,2707856,미스터리,15세이상관람가,일반영화
범죄도시4,허명행,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2024-04-24,개봉영화,장편,한국,2980,47570156254,5005512,9997331476,1015411,액션,15세이상관람가,일반영화
노량: 죽음의 바다,김한민,(주)빅스톤픽쳐스,,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",2023-12-20,개봉영화,장편,한국,2196,45002693027,4572561,9860710267,970404,사극,12세이상관람가,일반영화
시민덕희,박영주,"(주)씨제스엔터테인먼트,페이지원필름(주)",,(주)쇼박스,2024-01-24,개봉영화,장편,한국,1272,16114821097,1706676,3304172645,343519,드라마,15세이상관람가,일반영화
외계+인 2부,최동훈,(주)케이퍼필름,,(주)씨제이이엔엠,2024-01-10,개봉영화,장편,한국,1390,13792326337,1430121,3321420005,330032,기타,12세이상관람가,일반영화
건국전쟁,김덕영,다큐스토리,,다큐스토리,2024-02-01,개봉영화,장편,한국,224,10882262514,1171207,3245676032,349078,다큐멘터리,12세이상관람가,일반영화
댓글부대,안국진,(주)영화적순간,,(주)에이스메이커무비웍스,2024-03-27,개봉영화,장편,한국,1228,9227928211,971096,2457477866,245936,범죄,15세이상관람가,일반영화
3일의 휴가,육상효,글뫼 주식회사,,(주)쇼박스,2023-12-06,개봉영화,장편,한국,863,4916115417,524828,1087727701,114759,판타지,12세이상관람가,일반영화
소년들,정지영,"(주)아우라픽처스,(주)씨제이이엔엠",,(주)씨제이이엔엠,2023-11-01,개봉영화,장편,한국,1042,4303729586,452858,863053636,88316,드라마,15세이상관람가,일반영화
싱글 인 서울,박범수,"(주)디씨지플러스,(주)명필름,(주)인사이트필름",,롯데컬처웍스(주)롯데엔터테인먼트,2023-11-29,개봉영화,장편,한국,917,3748567012,400651,1359848882,139476,멜로/로맨스,12세이상관람가,일반영화
뽀로로 극장판 슈퍼스타 대모험,"윤제완,김성민",(주)오콘,,씨제이 씨지브이(CJ CGV)(주),2023-12-13,개봉영화,장편,한국,850,3528993203,386814,451402165,46970,애니메이션,전체관람가,일반영화
도그데이즈,김덕민,(주)씨제이이엔엠,,(주)씨제이이엔엠,2024-02-07,개봉영화,장편,한국,847,3474313608,357026,835943314,82335,드라마,12세이상관람가,일반영화
소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,2024-02-07,개봉영화,장편,한국,729,3070917943,344904,764110416,85855,드라마,12세이상관람가,독립/예술영화
30일,남대중,(주)영화사울림,,(주)마인드마크,2023-10-03,개봉영화,장편,한국,1226,2772834894,285237,682448187,68736,코미디,12세이상관람가,일반영화
데드맨,하준원,"(주)팔레트픽처스,(주)사람엔터테인먼트",,플러스엠 엔터테인먼트,2024-02-07,개봉영화,장편,한국,800,2257546704,236661,514590306,52144,범죄,15세이상관람가,일반영화
브레드이발소: 셀럽 인 베이커리타운,정지환,㈜브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,2024-03-01,개봉영화,장편,한국,342,1520790690,179110,267241920,30260,애니메이션,전체관람가,일반영화
길위에 김대중,민환기,"(주)명필름,(주)시네마6411",,"(주)아이오케이컴퍼니,(주)명필름,(주)시네마6411",2024-01-10,개봉영화,장편,한국,414,1094907609,114077,337783602,34701,다큐멘터리,12세이상관람가,독립/예술영화
뉴 노멀,정범식,언파스튜디오,,(주)바이포엠스튜디오,2023-11-08,개봉영화,장편,한국,546,973948873,101636,308364559,31582,스릴러,15세이상관람가,일반영화
유미의 세포들 더 무비,,"(주)로커스,스튜디오엔(주)",,"씨제이 씨지브이(CJ CGV)(주),롯데컬처웍스(주)롯데시네마",2024-04-03,개봉영화,장편,한국,441,585255900,72888,190850050,24331,애니메이션,전체관람가,일반영화
도티와 영원의 탑,"배완,양희성,박인한",(주)샌드박스네트워크,,(주)넥스트엔터테인먼트월드(NEW),2023-12-27,개봉영화,장편,한국,370,628774015,67840,120423064,12662,애니메이션,전체관람가,일반영화
용감한 시민,박진표,"스튜디오엔(주),볼미디어(주)",,(주)마인드마크,2023-10-25,개봉영화,장편,한국,887,588872643,64683,95091041,10340,액션,15세이상관람가,일반영화
더 와일드: 야수들의 전쟁,김봉한,"(주)아센디오,(주)제이앤씨미디어그룹",,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",2023-11-15,개봉영화,장편,한국,239,375383300,43300,73190600,8985,액션,청소년관람불가,일반영화
1980,강승용,"히스토리 디앤피,(주)디에이치미디어,굿픽처스",,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2024-03-27,개봉영화,장편,한국,522,377395575,42425,111494655,12289,드라마,12세이상관람가,일반영화
지오디 마스터피스 더 무비,손석,,,씨제이 씨지브이(CJ CGV)(주),2024-01-10,개봉영화,장편,한국,75,936338000,41021,505196500,22149,공연,전체관람가,일반영화
씬,한동석,(주)도어이앤엠,,롯데컬처웍스(주)롯데엔터테인먼트,2024-04-03,개봉영화,장편,한국,409,354647735,38225,111159024,12169,공포(호러),15세이상관람가,일반영화
1947 보스톤,강제규,"(주)비에이엔터테인먼트,(주)빅픽쳐",,"롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",2023-09-27,개봉영화,장편,한국,1282,257211218,35652,58122458,7764,드라마,12세이상관람가,일반영화
극장판 우당탕탕 은하안전단: 진정한 용기!,정지훈,(주)마로스튜디오,,(주)넥스트엔터테인먼트월드(NEW),2023-11-30,개봉영화,장편,한국,261,257124930,34001,57448930,7613,애니메이션,전체관람가,일반영화
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,박준수,(주)하이브,,CGV ICECON,2024-04-10,개봉영화,장편,한국,88,911582500,31808,528521500,18372,공연,12세이상관람가,일반영화
비투비 타임 : 비투게더 더 무비,,,,(주)케이티알파,2023-11-15,개봉영화,장편,한국,32,628174500,31412,313096000,15657,공연,전체관람가,일반영화
어른 김장하,김현지,MBC경남,,(주)시네마달,2023-11-15,개봉영화,장편,한국,98,244941972,29263,81800442,9670,다큐멘터리,전체관람가,독립/예술영화
너와 나,조현철,주식회사 필름영,,"주식회사 필름영,그린나래미디어(주)",2023-10-25,개봉영화,장편,한국,76,280390195,29154,219675567,21663,드라마,12세이상관람가,독립/예술영화
사채소년,황동석,(주)26컴퍼니,,영화사빅,2023-11-22,개봉영화,장편,한국,211,193797300,26149,70176500,9015,액션,15세이상관람가,일반영화
마이 샤이니 월드,이후빈,"플러스엠 엔터테인먼트,(주)에스엠엔터테인먼트",,메가박스중앙(주),2023-11-03,개봉영화,장편,한국,118,565607000,25641,312321000,14371,공연,전체관람가,일반영화
엔시티 네이션 : 투 더 월드 인 시네마,오윤동,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2023-12-06,개봉영화,장편,한국,87,555399000,25140,256783500,11525,공연,전체관람가,일반영화
기적의 시작,권순도,퓨어웨이픽쳐스,,퓨어웨이픽쳐스,2024-02-22,개봉영화,장편,한국,137,211263752,23595,88544473,10250,다큐멘터리,12세이상관람가,독립/예술영화
DMZ 동물 특공대,홍인표,자루 스튜디오,,(주)박수엔터테인먼트,2024-02-14,개봉영화,장편,한국,201,161867520,21830,32401000,4501,애니메이션,전체관람가,일반영화
이승윤 콘서트 도킹 : 리프트오프,,마름모,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2024-03-22,개봉영화,장편,한국,66,475166600,20810,273102000,12005,공연,전체관람가,일반영화
목스박,고훈,스튜디오설,,(주)라온컴퍼니플러스,2024-03-20,개봉영화,장편,한국,122,147129705,16776,48049524,5257,액션,15세이상관람가,일반영화
바람 따라 만나리 : 김호중의 계절,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,CGV ICECON",2023-10-18,개봉영화,장편,한국,78,327446500,15665,131330000,6329,공연,전체관람가,일반영화
바람의 세월,"김환태,문종택",연분홍치마,,(주)시네마달,2024-04-03,개봉영화,장편,한국,47,142189844,15366,81091566,8275,다큐멘터리,12세이상관람가,독립/예술영화
세계를 뒤흔든 43일,이규철,㈜콘텐츠 핏,,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2023-11-16,개봉영화,장편,한국,35,124787939,12395,45839739,4537,다큐멘터리,전체관람가,독립/예술영화
괴인,이정홍,영화 <괴인> 제작위원회,,(주)영화사 진진,2023-11-08,개봉영화,장편,한국,79,98643852,12343,64184248,7529,드라마,15세이상관람가,독립/예술영화
세기말의 사랑,임선애,"(주)기린제작사,주식회사 위드에이스튜디오",,"(주)엔케이컨텐츠,(주)디스테이션",2024-01-24,개봉영화,장편,한국,123,98588958,11831,46183156,5299,드라마,12세이상관람가,독립/예술영화
막걸리가 알려줄거야,김다민,(주)안나푸르나필름,,"판씨네마(주),(주)홈초이스",2024-02-28,개봉영화,장편,한국,73,107721310,11521,63273029,6454,드라마,전체관람가,독립/예술영화
만분의 일초,김성환,한국영화아카데미,,(주)더쿱디스트리뷰션,2023-11-15,개봉영화,장편,한국,74,83600606,11091,41963137,5239,액션,12세이상관람가,독립/예술영화
어게인 1997,신승훈,(주)로그라인스튜디오,,(주)메리크리스마스,2024-04-10,개봉영화,장편,한국,305,97328648,10752,37520099,3958,판타지,15세이상관람가,일반영화
나의 피투성이 연인,유지영,"컴플렉스필름,㈜인디스토리",,"(주)디오시네마,㈜인디스토리",2023-11-15,개봉영화,장편,한국,45,80015347,10072,39172317,4920,드라마,12세이상관람가,독립/예술영화
수라,황윤,"스튜디오두마,미디어나무(주)",,"스튜디오두마,미디어나무(주),스튜디오 에이드",2023-06-21,개봉영화,장편,한국,136,77517000,9870,22117000,2766,다큐멘터리,전체관람가,독립/예술영화
에스파: 마이 퍼스트 페이지,"김지선,조현정",(주)에스엠엔터테인먼트,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2024-02-14,개봉영화,장편,한국,68,209630300,9456,112965300,5228,공연,전체관람가,일반영화
빅슬립,김태훈,CINEBUS,,찬란,2023-11-22,개봉영화,장편,한국,61,64605597,8730,38560867,4586,드라마,15세이상관람가,독립/예술영화
에스파: 월드 투어 인 시네마,"김하민,오윤동",스크린엑스 스튜디오,,씨제이포디플렉스 주식회사,2024-04-10,개봉영화,장편,한국,90,186757000,8489,110220000,5010,공연,전체관람가,일반영화
화란,김창훈,(주)사나이픽처스,,플러스엠 엔터테인먼트,2023-10-11,개봉영화,장편,한국,976,48057882,8064,15804496,2577,드라마,15세이상관람가,일반영화
아네모네,정하용,주식회사 시네마천국,,㈜인디스토리,2024-02-07,개봉영화,장편,한국,57,64332351,7724,34333895,4001,코미디,15세이상관람가,독립/예술영화
땅에 쓰는 시,정다운,기린그림,,(주)영화사 진진,2024-04-17,개봉영화,장편,한국,50,68724386,7374,47217547,4999,다큐멘터리,전체관람가,독립/예술영화
"주사위놀이, 마불 세계여행",이광범,(주)니즈텔레콤,,(주)니즈텔레콤,2024-01-03,개봉영화,장편,한국,1,44242000,7367,3894000,649,어드벤처,전체관람가,일반영화
화녀,유영선,"(주)베러투모로우,나로픽처스(주)",,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2024-03-14,개봉영화,장편,한국,77,59838539,7075,14533200,1711,스릴러,청소년관람불가,일반영화
약속,민병훈,(주)민병훈필름,,엠라인디스트리뷰션(주),2023-11-01,개봉영화,장편,한국,42,61398808,7060,30951678,3375,다큐멘터리,전체관람가,독립/예술영화
비밀,"임경호,소준범",스튜디오고트,,(주)영화특별시에스엠씨,2023-12-13,개봉영화,장편,한국,126,66190305,6530,33909102,3198,미스터리,청소년관람불가,일반영화
에픽하이 20 더 무비,조윤수,(주)영화사 그램,,"CGV ICECON,(주)플레이그램",2024-03-20,개봉영화,장편,한국,54,138364500,6496,91708500,4132,공연,12세이상관람가,일반영화
교토에서 온 편지,김민주,한국영화아카데미,,판씨네마(주),2023-12-06,개봉영화,장편,한국,66,50003197,6022,23010578,2612,드라마,12세이상관람가,독립/예술영화
돌핀,배두리,한국영화아카데미,,(주)마노엔터테인먼트,2024-03-13,개봉영화,장편,한국,67,48214539,5498,29143139,3140,드라마,12세이상관람가,독립/예술영화
오픈 더 도어,장항준,㈜컨텐츠랩 비보,,"(주)콘텐츠판다,(주)비에이엔터테인먼트",2023-10-25,개봉영화,장편,한국,213,48328000,5246,28405900,2755,미스터리,15세이상관람가,일반영화
대니초 : 코리안 드림,,메타코미디,,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2024-02-14,개봉영화,장편,한국,24,76675500,5139,43096500,2900,공연,청소년관람불가,일반영화
홈그라운드,권아람,,,영화배급협동조합 씨네소파,2023-12-06,개봉영화,장편,한국,35,40306800,4485,25525100,2661,다큐멘터리,12세이상관람가,독립/예술영화
여행자의 필요,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2024-04-24,개봉영화,장편,한국,56,41117939,4481,28987139,3150,드라마,12세이상관람가,독립/예술영화
당신이 잠든 사이,장윤현,(주)로그라인스튜디오,,트윈플러스파트너스(주),2024-03-20,개봉영화,장편,한국,118,36999414,4253,14630789,1592,미스터리,12세이상관람가,일반영화
백남준: 달은 가장 오래된 TV,어맨다 킴,시소픽쳐스,(주)엣나인필름,(주)엣나인필름,2023-12-06,개봉영화,장편,한국,33,34785084,3960,24914595,2643,다큐멘터리,12세이상관람가,독립/예술영화
뒤주,김지운,(주)그노스,,(주)파이브데이,2024-03-28,개봉영화,장편,한국,52,22985011,3855,11062016,1841,공포(호러),15세이상관람가,일반영화
신세계로부터,최정민,씨네마캣 픽쳐스,,필름다빈,2023-12-20,개봉영화,장편,한국,20,32057739,3784,17172039,1944,드라마,12세이상관람가,독립/예술영화
언더 유어 베드,사부,(주)미스터리픽처스,,(주)트리플픽쳐스,2023-12-13,개봉영화,장편,한국,54,31532878,3774,13753528,1595,스릴러,청소년관람불가,일반영화
두 사람을 위한 식탁,김보람,킴프로덕션,,필름다빈,2023-10-25,개봉영화,장편,한국,37,28325100,3764,18081400,2114,다큐멘터리,12세이상관람가,독립/예술영화
느티나무 아래,오정훈,영화제작소 숲길,,"미디어나무(주),스튜디오 에이드",2023-11-15,개봉영화,장편,한국,13,31208450,3632,6051100,651,다큐멘터리,전체관람가,독립/예술영화
이어지는 땅,조희영,,,필름다빈,2024-01-10,개봉영화,장편,한국,30,29847700,3555,15201800,1748,드라마,12세이상관람가,독립/예술영화
검은 소년,서정원,한국영화아카데미,,(주)트리플픽쳐스,2024-02-07,개봉영화,장편,한국,31,30344439,3547,16173539,1822,드라마,15세이상관람가,독립/예술영화
비욘드 라이브 더 무비?-?태민?:?엔.지.디.에이,,,,씨제이 씨지브이(CJ CGV)(주),2023-11-29,개봉영화,장편,한국,30,55026000,3335,36299000,2200,공연,전체관람가,일반영화
매트,최지온,액츠픽쳐스,,시네마 뉴원,2023-11-30,개봉영화,장편,한국,9,37835156,3175,23813756,2003,미스터리,12세이상관람가,독립/예술영화
은하수,최정한,(주)허그아이엔티엘,,(주)영화특별시에스엠씨,2024-04-10,개봉영화,장편,한국,49,29127600,3067,15136600,1541,드라마,12세이상관람가,독립/예술영화
정순,정지혜,시네마루,,(주)더쿱디스트리뷰션,2024-04-17,개봉영화,장편,한국,44,26855539,2977,18356139,1973,드라마,15세이상관람가,독립/예술영화
치치핑핑의 쿵쿵따 탐험대,이광범,(주)에픽캔,,(주)에픽캔,2023-04-10,개봉영화,장편,한국,4,15628000,2588,2496000,416,공연,전체관람가,일반영화
천박사 퇴마 연구소: 설경의 비밀,김성식,(주)외유내강,,(주)씨제이이엔엠,2023-09-27,개봉영화,장편,한국,1511,19213863,2409,5552584,566,판타지,12세이상관람가,일반영화
5시부터 7시까지의 주희,장건재,(주)모쿠슈라,,"(주)모쿠슈라,㈜인디스토리",2023-11-08,개봉영화,장편,한국,41,19741547,2340,11324767,1281,드라마,12세이상관람가,독립/예술영화
장인과 사위,최이현,"(주)지브라더스 컴퍼니,한류닷컴 주식회사",,주식회사 제이씨엔터웍스,2024-02-15,개봉영화,장편,한국,49,19514660,2146,3875500,447,코미디,12세이상관람가,독립/예술영화
돌들이 말할 때까지,김경만,(주)영화사백호,,"(주)디스테이션,무브먼트",2024-04-17,개봉영화,장편,한국,54,19332199,2058,9590660,982,다큐멘터리,12세이상관람가,독립/예술영화
아줌마,허 슈밍,(주)더웨일컴퍼니,(주)싸이더스,"(주)싸이더스,스튜디오 에이드",2023-11-29,개봉영화,장편,한국,30,15777781,1914,9538873,1078,드라마,12세이상관람가,독립/예술영화
달짝지근해: 7510,이한,(주)무비락,,(주)마인드마크,2023-08-15,개봉영화,장편,한국,884,12547000,1835,414000,46,코미디,12세이상관람가,일반영화
티빙 오리지널 운수 오진 날,필감성,"스튜디오 드래곤,스튜디오엔(주)",,씨제이 씨지브이(CJ CGV)(주),2023-11-17,개봉영화,장편,한국,9,20822500,1797,20822500,1797,스릴러,청소년관람불가,일반영화
독친,김수인,"(주)미스터리픽처스,(주)영화사조아",,(주)트리플픽쳐스,2023-11-01,개봉영화,장편,한국,52,15702811,1748,5253506,496,공포(호러),15세이상관람가,독립/예술영화
아버지의 마음,김상철,파이오니아21,,"(주)드림팩트엔터테인먼트,파이오니아21",2023-07-20,개봉영화,장편,한국,85,16605000,1744,8630000,863,다큐멘터리,전체관람가,일반영화
수운잡방,최연수,"KBS,(주)아센디오",,와이드 릴리즈(주),2023-12-02,개봉영화,장편,한국,11,21709300,1655,19211600,1425,드라마,12세이상관람가,일반영화
그림자 고백,이대경,(주)아센디오,,와이드 릴리즈(주),2023-11-25,개봉영화,장편,한국,7,16877200,1653,16612700,1627,드라마,15세이상관람가,일반영화
백지영 콘서트 인 시네마,조윤수,(주)영화사 그램,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2023-11-10,개봉영화,장편,한국,47,14346450,1558,8082360,851,공연,전체관람가,일반영화
울산의 별,정기혁,후앤유아츠(주),,영화로운 형제,2024-01-24,개봉영화,장편,한국,21,12960388,1514,9996600,1133,드라마,15세이상관람가,독립/예술영화
탄생,박흥식,"민영화사,가톨릭문화원 ALMA ART",,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-30,개봉영화,장편,한국,670,8974000,1489,0,0,드라마,12세이상관람가,일반영화
버텨내고 존재하기,권철,,,(주)엣나인필름,2023-11-01,개봉영화,장편,한국,28,15141914,1487,8993814,785,다큐멘터리,전체관람가,독립/예술영화
부활 그 소망,김상철,파이오니아21,,파이오니아21,2024-03-07,개봉영화,장편,한국,26,15687400,1428,3682000,346,다큐멘터리,전체관람가,일반영화
모르는 이야기,양근영,한국영화아카데미,,(주)마노엔터테인먼트,2024-04-24,개봉영화,장편,한국,24,12803200,1289,11321400,1108,판타지,12세이상관람가,독립/예술영화
세월: 라이프 고즈 온,장민경,독바위 프로덕션,,영화배급협동조합 씨네소파,2024-03-27,개봉영화,장편,한국,25,10987600,1278,6609000,733,다큐멘터리,전체관람가,독립/예술영화
화사한 그녀,이승준,"(주)신영이엔씨,(주)제이앤씨미디어그룹",,"(주)제이앤씨미디어그룹,(주)스튜디오 산타클로스엔터테인먼트",2023-10-11,개봉영화,장편,한국,414,10252400,1278,2954500,381,코미디,12세이상관람가,일반영화
벗어날 탈 脫,서보형,사보타지 필름,,영화배급협동조합 씨네소파,2024-02-21,개봉영화,장편,한국,14,9879000,1187,7350000,837,미스터리,15세이상관람가,독립/예술영화
너를 줍다,심혜정,시내필름,,영화로운 형제,2023-11-08,개봉영화,장편,한국,28,10936501,1168,8474951,866,멜로/로맨스,12세이상관람가,독립/예술영화
붉은 장미의 추억,백재호,(주)프로젝트42,,(주)프로젝트42,2023-11-02,개봉영화,장편,한국,5,8992000,1112,5876000,657,드라마,12세이상관람가,독립/예술영화
우당탕탕 운동회,이광범,(주)니즈텔레콤,,(주)니즈텔레콤,2024-04-03,개봉영화,장편,한국,1,6648000,1108,0,0,기타,전체관람가,일반영화
룩앳미 터치미 키스미,"호 유항,제나르 마에사 아유,김태식",필름라인,,시네마 뉴원,2023-12-06,개봉영화,장편,한국,7,8842500,1101,7654000,809,멜로/로맨스,15세이상관람가,독립/예술영화
조폭인 내가 고등학생이 되었습니다,이성택,주식회사 넘버쓰리픽쳐스,,주식회사 넘버쓰리픽쳐스,2024-02-22,개봉영화,장편,한국,16,15582000,1039,13498500,900,판타지,15세이상관람가,일반영화
사랑의 불시착: 라이브 인 서울,박재석,(주)위즈온센,,"(주)위즈온센,씨제이 씨지브이(CJ CGV)(주)",2023-11-30,개봉영화,장편,한국,16,17259500,951,12332000,703,드라마,12세이상관람가,일반영화
다시 김대중-함께 합시다,김진홍,(주)영화사메이플러스,,주식회사 블루필름웍스,2024-03-28,개봉영화,장편,한국,58,8128817,912,3885017,431,다큐멘터리,12세이상관람가,독립/예술영화
무경계,진재운,(주)KNN,,"(주)빅브라더스,(주)드림팩트엔터테인먼트",2023-11-30,개봉영화,장편,한국,9,8614339,898,5204039,581,다큐멘터리,전체관람가,독립/예술영화
물비늘,임승현,플라시보 픽쳐스,,㈜인디스토리,2023-12-06,개봉영화,장편,한국,18,7539700,878,5995650,651,드라마,12세이상관람가,독립/예술영화
우리의 하루,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2023-10-19,개봉영화,장편,한국,47,7898500,878,6301500,663,드라마,12세이상관람가,독립/예술영화
무빙 포 워드,,,,씨제이 씨지브이(CJ CGV)(주),2023-12-13,개봉영화,장편,한국,5,10470000,760,9525000,697,코미디,12세이상관람가,일반영화
걸스 인 원더랜드 : 벤타엑스 브이알 뮤직시네마 02,,,,벤타브이알,2023-11-03,개봉영화,장편,한국,1,18350000,734,15300000,612,,전체관람가,일반영화
가문의 영광: 리턴즈,"정태원,정용기",(주)태원엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2023-09-21,개봉영화,장편,한국,823,4513000,714,0,0,코미디,15세이상관람가,일반영화
르네에게,강승원,(주)허그아이엔티엘,,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2023-12-27,개봉영화,장편,한국,13,5308939,611,4430339,493,드라마,12세이상관람가,독립/예술영화
K스쿨,박미경,강 컨텐츠,,강 컨텐츠,2024-02-21,개봉영화,장편,한국,19,5673900,599,4574000,484,드라마,전체관람가,독립/예술영화
괴담만찬,"안상훈,윤은경,김용균,임대웅,채여준","(주)스튜디오투유,(주)아이뉴컴퍼니",,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",2023-10-18,개봉영화,옴니버스,한국,162,5261624,585,2259356,250,공포(호러),15세이상관람가,일반영화
제시는 그때 스무살이었다,한명구,주식회사 시네마서울,,시네마 뉴원,2023-12-14,개봉영화,장편,한국,2,5753000,539,5753000,539,드라마,청소년관람불가,일반영화
어느 날 그녀가 우주에서,구상범,영화사 온난전선,,(주)이놀미디어,2023-11-22,개봉영화,장편,한국,16,4544000,523,3497000,380,멜로/로맨스,12세이상관람가,독립/예술영화
밀수,류승완,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),2023-07-26,개봉영화,장편,한국,1932,3755000,517,1310000,116,액션,15세이상관람가,일반영화
로보카폴리 안전교실 교통편,엄준영,(주)로이비쥬얼,,(주)로이비쥬얼,2022-09-19,개봉영화,장편,한국,16,2984000,512,678000,113,애니메이션,전체관람가,일반영화
미끼,윤권수,(주)아크378,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-12-14,개봉영화,장편,한국,25,4794445,507,2064000,222,드라마,15세이상관람가,일반영화
간신의 피,권하,묘명동화,,(주)에스와이코마드,2024-01-03,개봉영화,장편,한국,10,5017510,442,3106400,250,액션,15세이상관람가,독립/예술영화
믿을 수 있는 사람,곽은미,한국영화아카데미,,찬란,2023-10-18,개봉영화,장편,한국,62,3141000,392,1595000,137,드라마,12세이상관람가,독립/예술영화
핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,변희선,더핑크퐁컴퍼니(주),,더핑크퐁컴퍼니(주),2023-07-26,개봉영화,장편,한국,128,2740000,390,0,0,애니메이션,전체관람가,독립/예술영화
그날의 딸들,고훈,(주)미학인 우주선,,(주)누리픽쳐스,2024-04-03,개봉영화,장편,한국,8,2855000,360,783000,87,다큐멘터리,12세이상관람가,독립/예술영화
물꽃의 전설,고희영,,,(주)영화사 진진,2023-08-30,개봉영화,장편,한국,33,2512000,317,2344000,293,다큐멘터리,전체관람가,독립/예술영화
8인의 용의자들,오인천,(주)영화맞춤제작소 영화공장,,스튜디오타겟(주),2024-04-17,개봉영화,장편,한국,10,1872000,312,0,0,드라마,15세이상관람가,독립/예술영화
검치호,이강욱,바투 필름,,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2024-03-28,개봉영화,장편,한국,5,2442500,308,1356000,149,액션,15세이상관람가,독립/예술영화
프리 철수 리,"하줄리,이성민",,,커넥트픽쳐스(주),2023-10-18,개봉영화,장편,한국,59,2096500,291,1710000,225,다큐멘터리,12세이상관람가,독립/예술영화
서바이벌 택틱스,박근영,요지경필름,,필름다빈,2024-02-21,개봉영화,장편,한국,12,2200500,279,1377500,169,드라마,12세이상관람가,독립/예술영화
물귀신,임지훈,"(주)콘텐츠지,(주)이오콘텐츠그룹",,(주)라온컴퍼니플러스,2023-11-09,개봉영화,장편,한국,5,2577000,265,2470000,247,공포(호러),12세이상관람가,독립/예술영화
절해고도,김미영,보리와 오디 영화사,,"아이 엠,무브먼트",2023-09-27,개봉영화,장편,한국,36,2103000,257,1661000,194,드라마,12세이상관람가,독립/예술영화
비밀의 언덕,이지은,오스프링 필름,,(주)엣나인필름,2023-07-12,개봉영화,장편,한국,56,2071500,249,1392000,181,기타,전체관람가,독립/예술영화
연련(戀鍊),강서곤,나도밤보 주식회사,,나도밤보 주식회사,2024-03-27,개봉영화,장편,한국,5,1026000,214,82000,11,가족,12세이상관람가,독립/예술영화
리향,신재천,,,(주)영화사 그램,2023-12-28,개봉영화,장편,한국,1,1827000,203,0,0,드라마,12세이상관람가,일반영화
잠,유재선,(주)루이스 픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2023-09-06,개봉영화,장편,한국,1231,1193745,154,1193745,154,미스터리,15세이상관람가,일반영화
거미집,김지운,앤솔로지스튜디오(주),,(주)바른손이앤에이,2023-09-27,개봉영화,장편,한국,1058,1269228,146,1168228,134,코미디,15세이상관람가,일반영화
타겟,박희곤,(주)영화사피어나,,플러스엠 엔터테인먼트,2023-08-30,개봉영화,장편,한국,986,912000,114,912000,114,스릴러,15세이상관람가,일반영화
듣보인간의 생존신고,"권하정,김아현",(주)에이치더블유,,(주)시네마달,2023-09-06,개봉영화,장편,한국,93,1195500,105,216000,27,다큐멘터리,전체관람가,독립/예술영화
우리 돈 벌레,윤재연,㈜스토리셋,,㈜스토리셋,2023-12-28,개봉영화,장편,한국,5,624000,104,0,0,코미디,12세이상관람가,독립/예술영화
드라이브,정연,스튜디오 이상한 나라의 원더랜드,,스튜디오 이상한 나라의 원더랜드,2024-04-24,개봉영화,장편,한국,4,868000,98,806000,91,멜로/로맨스,12세이상관람가,독립/예술영화
